genre, added date, video id, description, encoding, tags, title, user id
"Swashbuckler film",1991-03-01,810ea505-0ef2-11e5-ac2a-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Robin Hood: Prince of Thieves",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action/Adventure",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Comedy",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Film",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Buddy film",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy Western",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy-drama",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Western",1991-06-07,810eae14-0ef2-11e5-ada1-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"City Slickers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Black comedy",1991-11-22,810eb817-0ef2-11e5-888c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Addams Family",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-11-22,810eb817-0ef2-11e5-888c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Addams Family",854c2cbc-a67d-4740-9164-0e166ab99a24
"Family",1991-11-22,810eb817-0ef2-11e5-888c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Addams Family",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1991-11-22,810eb817-0ef2-11e5-888c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Addams Family",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-06-28,810ec7a1-0ef2-11e5-a1fd-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Naked Gun 2½: The Smell of Fear",854c2cbc-a67d-4740-9164-0e166ab99a24
"Parody",1991-06-28,810ec7a1-0ef2-11e5-a1fd-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Naked Gun 2½: The Smell of Fear",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-12-27,810ecc4a-0ef2-11e5-bc29-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Fried Green Tomatoes",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-12-27,810ecc4a-0ef2-11e5-bc29-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Fried Green Tomatoes",854c2cbc-a67d-4740-9164-0e166ab99a24
"Absurdism",1991-07-31,810ede2e-0ef2-11e5-848b-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hot Shots!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1991-07-31,810ede2e-0ef2-11e5-848b-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hot Shots!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action/Adventure",1991-07-31,810ede2e-0ef2-11e5-848b-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hot Shots!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-07-31,810ede2e-0ef2-11e5-848b-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hot Shots!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Parody",1991-07-31,810ede2e-0ef2-11e5-848b-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hot Shots!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Slapstick",1991-07-31,810ede2e-0ef2-11e5-848b-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hot Shots!",854c2cbc-a67d-4740-9164-0e166ab99a24
"War film",1991-07-31,810ede2e-0ef2-11e5-848b-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hot Shots!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-08-02,810ee62e-0ef2-11e5-b0e8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Doc Hollywood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy of manners",1991-08-02,810ee62e-0ef2-11e5-b0e8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Doc Hollywood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romance Film",1991-08-02,810ee62e-0ef2-11e5-b0e8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Doc Hollywood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romantic comedy",1991-08-02,810ee62e-0ef2-11e5-b0e8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Doc Hollywood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-07-12,810ef807-0ef2-11e5-8dad-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Regarding Henry",854c2cbc-a67d-4740-9164-0e166ab99a24
"Medical fiction",1991-07-12,810ef807-0ef2-11e5-8dad-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Regarding Henry",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-07-24,810f0942-0ef2-11e5-bcf6-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Doctor",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"Farce",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"LGBT",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"Media Satire",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"Parody",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romance Film",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romantic comedy",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"Satire",1991-05-31,810f1ac2-0ef2-11e5-97cf-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Soapdish",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-02-08,810f2c91-0ef2-11e5-8fda-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"L.A. Story",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-02-08,810f2c91-0ef2-11e5-8fda-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"L.A. Story",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1991-02-08,810f2c91-0ef2-11e5-8fda-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"L.A. Story",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romance Film",1991-02-08,810f2c91-0ef2-11e5-8fda-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"L.A. Story",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romantic comedy",1991-02-08,810f2c91-0ef2-11e5-8fda-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"L.A. Story",854c2cbc-a67d-4740-9164-0e166ab99a24
"Mystery",1991-09-27,810f369c-0ef2-11e5-972f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Deceived",854c2cbc-a67d-4740-9164-0e166ab99a24
"Psychological thriller",1991-09-27,810f369c-0ef2-11e5-972f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Deceived",854c2cbc-a67d-4740-9164-0e166ab99a24
"Suspense",1991-09-27,810f369c-0ef2-11e5-972f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Deceived",854c2cbc-a67d-4740-9164-0e166ab99a24
"Thriller",1991-09-27,810f369c-0ef2-11e5-972f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Deceived",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-09-27,810f43cf-0ef2-11e5-921d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Necessary Roughness",854c2cbc-a67d-4740-9164-0e166ab99a24
"Sports",1991-09-27,810f43cf-0ef2-11e5-921d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Necessary Roughness",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-06-07,810f5a3d-0ef2-11e5-b16e-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Don't Tell Mom the Babysitter's Dead",854c2cbc-a67d-4740-9164-0e166ab99a24
"Domestic Comedy",1991-06-07,810f5a3d-0ef2-11e5-b16e-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Don't Tell Mom the Babysitter's Dead",854c2cbc-a67d-4740-9164-0e166ab99a24
"Teen film",1991-06-07,810f5a3d-0ef2-11e5-b16e-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Don't Tell Mom the Babysitter's Dead",854c2cbc-a67d-4740-9164-0e166ab99a24
"Black comedy",1991-07-03,810f62c0-0ef2-11e5-8d63-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Problem Child 2",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-07-03,810f62c0-0ef2-11e5-8d63-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Problem Child 2",854c2cbc-a67d-4740-9164-0e166ab99a24
"Family",1991-07-03,810f62c0-0ef2-11e5-8d63-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Problem Child 2",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1991-05-24,810f74c2-0ef2-11e5-9704-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Only the Lonely",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy-drama",1991-05-24,810f74c2-0ef2-11e5-9704-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Only the Lonely",854c2cbc-a67d-4740-9164-0e166ab99a24
"Domestic Comedy",1991-05-24,810f74c2-0ef2-11e5-9704-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Only the Lonely",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-05-24,810f74c2-0ef2-11e5-9704-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Only the Lonely",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romance Film",1991-05-24,810f74c2-0ef2-11e5-9704-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Only the Lonely",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romantic comedy",1991-05-24,810f74c2-0ef2-11e5-9704-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Only the Lonely",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-01-01,810f7c4c-0ef2-11e5-a6dd-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Paradise",854c2cbc-a67d-4740-9164-0e166ab99a24
"Family",1991-01-01,810f7c4c-0ef2-11e5-a6dd-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Paradise",854c2cbc-a67d-4740-9164-0e166ab99a24
"Family Drama",1991-01-01,810f7c4c-0ef2-11e5-a6dd-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Paradise",854c2cbc-a67d-4740-9164-0e166ab99a24
"Film adaptation",1991-01-01,810f7c4c-0ef2-11e5-a6dd-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Paradise",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romance Film",1991-01-01,810f7c4c-0ef2-11e5-a6dd-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Paradise",854c2cbc-a67d-4740-9164-0e166ab99a24
"Docudrama",1991-01-11,810f82b3-0ef2-11e5-aa64-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Not Without My Daughter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-01-11,810f82b3-0ef2-11e5-aa64-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Not Without My Daughter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Escape Film",1991-01-11,810f82b3-0ef2-11e5-aa64-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Not Without My Daughter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Political drama",1991-01-11,810f82b3-0ef2-11e5-aa64-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Not Without My Daughter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Thriller",1991-01-11,810f82b3-0ef2-11e5-aa64-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Not Without My Daughter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action/Adventure",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Film",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"Film adaptation",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"Historical period drama",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"Thriller",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"War film",1991-01-18,810f89cf-0ef2-11e5-b448-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Flight of the Intruder",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1992-02-14,810f99e6-0ef2-11e5-9fd7-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Wayne's World",854c2cbc-a67d-4740-9164-0e166ab99a24
"Music",1992-02-14,810f99e6-0ef2-11e5-9fd7-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Wayne's World",854c2cbc-a67d-4740-9164-0e166ab99a24
"Costume drama",1992-05-22,810fa9a6-0ef2-11e5-b257-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Far and Away",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1992-05-22,810fa9a6-0ef2-11e5-b257-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Far and Away",854c2cbc-a67d-4740-9164-0e166ab99a24
"Epic film",1992-05-22,810fa9a6-0ef2-11e5-b257-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Far and Away",854c2cbc-a67d-4740-9164-0e166ab99a24
"Historical period drama",1992-05-22,810fa9a6-0ef2-11e5-b257-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Far and Away",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romance Film",1992-05-22,810fa9a6-0ef2-11e5-b257-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Far and Away",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1992-07-31,810fc34f-0ef2-11e5-9558-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Death Becomes Her",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1992-07-31,810fc34f-0ef2-11e5-9558-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Death Becomes Her",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action/Adventure",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Crime Fiction",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Crime Thriller",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Heist film",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Suspense",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Thriller",1992-09-09,810ffa78-0ef2-11e5-9b1d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Sneakers",854c2cbc-a67d-4740-9164-0e166ab99a24
"Biographical film",1992-11-18,811008f5-0ef2-11e5-abe5-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Malcolm X",854c2cbc-a67d-4740-9164-0e166ab99a24
